id	cryptoclass	emonym	country	construction_type	classifier_lemma	citation_es	source	source_file	source_sheet	source_locator
con-miedo-mx-0021	Res Continens	miedo	MX	verbal-locative-state	vivir en	Los chechenes viven en el miedo.	manual	RES CONTINENS.xlsx	miedo	D13
con-miedo-mx-0022	Res Continens	miedo	MX	verbal-locative-state	vivir en	ntonces nuestra vida no podrá ser fecunda, porque viviremos en el miedo y	manual	RES CONTINENS.xlsx	miedo	D13
con-miedo-mx-0023	Res Continens	miedo	MX	verbal-locative-state	vivir en	Felipe Calderón nos condenó a vivir en el miedo,	manual	RES CONTINENS.xlsx	miedo	D13
con-miedo-mx-0024	Res Continens	miedo	MX	verbal-locative-into	caer en	pidió a los usuarios de redes como a los comerciantes no caer en el miedo e informar se a través de cuentas oficiales.	manual	RES CONTINENS.xlsx	miedo	E13
con-miedo-mx-0025	Res Continens	miedo	MX	verbal-locative-into	caer en	ue el vehículo es robado para que las personas caigan en el miedo y acepten más rápidamente el dar el efectiv	manual	RES CONTINENS.xlsx	miedo	E13
con-miedo-mx-0026	Res Continens	miedo	MX	verbal-locative-out	sacar de	sacar  Macron sacó provecho de el miedo generado por una eventual victoria de Marine Le Pen	manual	RES CONTINENS.xlsx	miedo	F13
con-miedo-ni-0001	Res Continens	miedo	NI	verbal-locative-state	vivir en	muchos son obligados a dejar sus casas y viven en el miedo ",	manual	RES CONTINENS.xlsx	miedo	D14
con-miedo-pa-0001	Res Continens	miedo	PA	verbal-objective	destapar	# Los combates destapan el miedo	manual	RES CONTINENS.xlsx	miedo	B15
con-miedo-pa-0002	Res Continens	miedo	PA	verbal-locative-state	encontrarse en	el argentino encontró en el miedo propio un aliado para empatar la final de la Copa Davis	manual	RES CONTINENS.xlsx	miedo	D15
con-miedo-pe-0001	Res Continens	miedo	PE	verbal-locative-state	dentro de	es un perdedor que encuentra heroísmo dentro de el miedo que siente frente a el peligro	manual	RES CONTINENS.xlsx	miedo	D16
con-miedo-pe-0002	Res Continens	miedo	PE	verbal-locative-state	estar en	en el fondo de el miedo a los exámenes está la posibilidad de una mastectomía	manual	RES CONTINENS.xlsx	miedo	D16
con-miedo-pe-0003	Res Continens	miedo	PE	verbal-locative-state	vivir en	tantos jóvenes que siguen viviendo en el miedo	manual	RES CONTINENS.xlsx	miedo	D16
con-miedo-pe-0004	Res Continens	miedo	PE	verbal-locative-state	vivir en	" Lo siento mucho por aquellos que viven en el miedo	manual	RES CONTINENS.xlsx	miedo	D16
con-miedo-pe-0005	Res Continens	miedo	PE	verbal-locative-state	vivir en	decidió no vivir en el miedo	manual	RES CONTINENS.xlsx	miedo	D16
con-miedo-pe-0006	Res Continens	miedo	PE	verbal-locative-state	vivir en	Ellos no merecen vivir en el miedo	manual	RES CONTINENS.xlsx	miedo	D16
con-miedo-pe-0007	Res Continens	miedo	PE	verbal-locative-into	caer en	ue mantienen una postura de " paciencia estratégica " pero sin caer en el miedo.	manual	RES CONTINENS.xlsx	miedo	E16
con-miedo-pr-0001	Res Continens	miedo	PR	verbal-locative-state	vivir en	Personas que viven en el miedo, el odio y la envidia, y no pierden la oportunidad	manual	RES CONTINENS.xlsx	miedo	D17
con-miedo-pr-0002	Res Continens	miedo	PR	verbal-locative-state	vivir en	Si se vive en el terror, si se vive en el miedo	manual	RES CONTINENS.xlsx	miedo	D17
con-miedo-py-0001	Res Continens	miedo	PY	verbal-locative-state	sumirse en	sumidos en el temor	manual	RES CONTINENS.xlsx	miedo	D18
con-miedo-us-0001	Res Continens	miedo	US	verbal-objective	tapar	son los que dictadura alega siempre para tapar su miedo	manual	RES CONTINENS.xlsx	miedo	B22
con-miedo-us-0002	Res Continens	miedo	US	verbal-objective	tapar	ensando que así está todo bien. Tapando los miedos y dolores.	manual	RES CONTINENS.xlsx	miedo	B22
con-miedo-us-0003	Res Continens	miedo	US	verbal-subject-transitive	guardar	EL MIEDO GUARDA  LA VIÑA  (2 EJEMPLOS)	manual	RES CONTINENS.xlsx	miedo	C22
con-miedo-us-0004	Res Continens	miedo	US	verbal-locative-state	estar en	entonces en ese sentido, dentro de el miedo hay una esperanza de que no hay que huir le si está latente (US)	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0005	Res Continens	miedo	US	verbal-locative-state	dentro de	2( la dulzura escondida dentro de el miedo, representado por el negro	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0006	Res Continens	miedo	US	verbal-locative-state	dentro de	dentro de el miedo hay una esperanza de que no hay que huir le si está latente,	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0007	Res Continens	miedo	US	verbal-locative-state	dentro de	a dulzura escondida dentro de el miedo, representado por el negro.	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0008	Res Continens	miedo	US	verbal-locative-state	vivir en	Hartos de vivir en el miedo y ante la inacción de autoridades locales,	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0009	Res Continens	miedo	US	verbal-locative-state	vivir en	los que residen dentro de el alcance mortal de los terroristas siguen viviendo en el miedo	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0010	Res Continens	miedo	US	verbal-locative-state	vivir en	ha obligado a muchas familias a vivir en el miedo	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0011	Res Continens	miedo	US	verbal-locative-state	vivir en	alentar a la esperanza a quienes viven en el miedo	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0012	Res Continens	miedo	US	verbal-locative-state	estar en	He estado viviendo en el miedo, y no solo por mí, sino por mi familia	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0013	Res Continens	miedo	US	verbal-locative-state	vivir en	l reporte dice que los migrantes siguen viviendo en el miedo	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0014	Res Continens	miedo	US	verbal-locative-state	vivir en	han vivido en el miedo a la deportación	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0015	Res Continens	miedo	US	verbal-locative-state	vivir en	los cinturones de miseria viven en el miedo.	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0016	Res Continens	miedo	US	verbal-locative-state	estar en	90% de la población– ahora viven en el miedo, el estrés y la angustia.	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0017	Res Continens	miedo	US	verbal-locative-state	estar en	" Vivo en el miedo de que mi familia está en riesgo "	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0018	Res Continens	miedo	US	verbal-locative-state	vivir en	tener la libertad a la que todos tienen derecho y no vivir en el miedo	manual	RES CONTINENS.xlsx	miedo	D22
con-miedo-us-0019	Res Continens	miedo	US	verbal-locative-into	caer en	No cayeron en el miedo, siguieron su camino.	manual	RES CONTINENS.xlsx	miedo	E22
con-miedo-us-0020	Res Continens	miedo	US	verbal-locative-into	caer en	no vamos a caer en el miedo ",	manual	RES CONTINENS.xlsx	miedo	E22
con-miedo-us-0021	Res Continens	miedo	US	verbal-locative-out	sacar de	Sacar 1  sacar provecho de el miedo a la deportación	manual	RES CONTINENS.xlsx	miedo	F22
con-miedo-us-0022	Res Continens	miedo	US	attributive	tapado	-Es un miedo que tiene tapado, obturado, desde la más tierna infancia.	manual	RES CONTINENS.xlsx	miedo	G22
con-miedo-uy-0001	Res Continens	miedo	UY	verbal-locative-state	estar en	Túnez el límite fue ya superado y el país está viviendo en el miedo.	manual	RES CONTINENS.xlsx	miedo	D20
con-miedo-uy-0002	Res Continens	miedo	UY	verbal-locative-state	vivir en	r el castigo que es la dictadura, sin embargo, viven en el miedo, la suspicacia, la sospech	manual	RES CONTINENS.xlsx	miedo	D20
con-miedo-uy-0003	Res Continens	miedo	UY	verbal-locative-state	vivir en	también es una nación que vive en el miedo	manual	RES CONTINENS.xlsx	miedo	D20
con-miedo-uy-0004	Res Continens	miedo	UY	verbal-locative-state	estar en	Si se vive en el terror, si se vive en el miedo, y en el cuartel en el que estaban las catadoras de Hitler	manual	RES CONTINENS.xlsx	miedo	D20
con-miedo-ve-0001	Res Continens	miedo	VE	verbal-objective	tapar	La arrogancia, prepotencia o cualquier actitud similar para tapar el miedo infinito	manual	RES CONTINENS.xlsx	miedo	B21
con-miedo-ve-0002	Res Continens	miedo	VE	verbal-objective	tapar	muchos Aries se vuelven temerarios como forma de tapar su miedo a el miedo;	manual	RES CONTINENS.xlsx	miedo	B21
con-miedo-ve-0003	Res Continens	miedo	VE	verbal-objective	tapar	Aries tiende a tapar este miedo con prisa, saltándo le por encima	manual	RES CONTINENS.xlsx	miedo	B21
con-miedo-ve-0004	Res Continens	miedo	VE	verbal-locative-state	vivir en	ay que tener mucho poder para hacer nos vivir en el miedo permanente a ser despedidos	manual	RES CONTINENS.xlsx	miedo	D21
con-miedo-ve-0005	Res Continens	miedo	VE	verbal-locative-state	vivir en	carecen de opciones legales de inmigraciÃ³n y han vivido en el miedo a la deportaciÃ³	manual	RES CONTINENS.xlsx	miedo	D21
con-miedo-ve-0006	Res Continens	miedo	VE	verbal-locative-into	caer en	ejar nos vencer por el odio y la rabia, ni tampoco caer en el miedo paralizante y la desesperanza	manual	RES CONTINENS.xlsx	miedo	E21
con-miedo-ve-0007	Res Continens	miedo	VE	verbal-locative-into	caer en	" Caer en el miedo y el desorden después de esta tragedia es exactamente lo que los terroristas	manual	RES CONTINENS.xlsx	miedo	E21
fil-miedo-ar-0001	Res Filiformes	miedo	AR	verbal-objective	tejer	deshacer la operación que el olvido, la indiferencia y el miedo tejieron a lo largo de décadas en nuestra sociedad	manual	Res Filiformes.xlsx	miedo	B2
fil-miedo-ar-0002	Res Filiformes	miedo	AR	verbal-subject-intransitive	entrelazarse	Alegría, satisfacción, placer, disfrute, se entrelazan con, miedos, incertidumbres, ansiedad, enojos, celos, desagrados	manual	Res Filiformes.xlsx	miedo	C2
fil-miedo-ar-0003	Res Filiformes	miedo	AR	verbal-subject-intransitive	entrelazarse	a magia y el miedo se entrelazan tal como lo indica la cosmogonía prehispánica.	manual	Res Filiformes.xlsx	miedo	C2
fil-miedo-cl-0001	Res Filiformes	miedo	CL	verbal-subject-intransitive	entrelazarse	es la censura y de cómo en esta se entrelazan miedos y obsesiones de vieja procedencia	manual	Res Filiformes.xlsx	miedo	C4
fil-miedo-cu-0001	Res Filiformes	miedo	CU	verbal-objective	tejer	la propaganda de el miedo que tejieron contra Petro los grandes medios de comunicación	manual	Res Filiformes.xlsx	miedo	B7
fil-miedo-do-0001	Res Filiformes	miedo	DO	verbal-subject-transitive	atar	Los miedos nos atan	manual	Res Filiformes.xlsx	miedo	D8
fil-miedo-es-0001	Res Filiformes	miedo	ES	verbal-objective	entrelazar	entrelazar el miedo y el placer sin poner se en riesgo	manual	Res Filiformes.xlsx	miedo	B10
fil-miedo-es-0002	Res Filiformes	miedo	ES	verbal-objective	retorcer	resucitando los más bajos instintos contra las las minorías y los peores miedos,, que retuercen y exageran,, buscando un enemigo común	manual	Res Filiformes.xlsx	miedo	B10
fil-miedo-es-0003	Res Filiformes	miedo	ES	verbal-subject-transitive	atar	El miedo les ató las piernas	manual	Res Filiformes.xlsx	miedo	D10
fil-miedo-es-0004	Res Filiformes	miedo	ES	attributive	retorcido	retorcido (Frente a el miedo retorcido que retuerce las palabras y nos retuerce el cuello)	manual	Res Filiformes.xlsx	miedo	F10
fil-miedo-mx-0002	Res Filiformes	miedo	MX	verbal-subject-transitive	atar	los miedos que me ataban; El miedo paraliza, ata de manos, detiene el bienestar, impide el progreso	manual	Res Filiformes.xlsx	miedo	D13
fil-miedo-pe-0001	Res Filiformes	miedo	PE	verbal-subject-intransitive	tejerse	tejer (miedos que se tejen alrededor de la donación )	manual	Res Filiformes.xlsx	miedo	C16
fil-miedo-sv-0001	Res Filiformes	miedo	SV	verbal-subject-transitive	atar	Enfrentar y superar tantos miedos que nos atan para vivir una experiencia de familia intensa	manual	Res Filiformes.xlsx	miedo	D19
fil-miedo-us-0001	Res Filiformes	miedo	US	verbal-subject-intransitive	entrelazarse	los miedos que se entrelazan como enredadera a el tronco de mi alma	manual	Res Filiformes.xlsx	miedo	C22
fil-miedo-us-0002	Res Filiformes	miedo	US	verbal-subject-transitive	atar	atar  (liberar se de el miedo que los ata)	manual	Res Filiformes.xlsx	miedo	D22
fil-miedo-ve-0001	Res Filiformes	miedo	VE	verbal-subject-transitive	atar	liberado de todos esos miedos que te ataban; debemos vencer los miedos que nos atan	manual	Res Filiformes.xlsx	miedo	D21
fil-miedo-ve-0002	Res Filiformes	miedo	VE	substantive	ovillo de	también se convierten Pedro, Santiago y Juan, pasando de ser ovillos de miedo, a discípulos de el Señor Jesucristo.	manual	Res Filiformes.xlsx	miedo	G21
liq-miedo-ar-0001	Res Liquidae	miedo	AR	verbal-subject-intransitive	brotar	En este diálogo intrínseco brotan miedos, silencios, recuerdos y emociones	manual	RES LIQUIDAE COR.xlsx	miedo	D2
liq-miedo-ar-0002	Res Liquidae	miedo	AR	verbal-subject-intransitive	brotar	su trabajo de denuncia le hizo brotar un miedo constante a la deportación	manual	RES LIQUIDAE COR.xlsx	miedo	D2
liq-miedo-ar-0003	Res Liquidae	miedo	AR	verbal-subject-intransitive	brotar	as potencias hacen sentir su rigor,, con amenazas brutales como las las de Bolton y en muchos otros casos con maniobras más sutiles. Y empezó a brotar el miedo.	manual	RES LIQUIDAE COR.xlsx	miedo	D2
liq-miedo-ar-0004	Res Liquidae	miedo	AR	substantive	gota de	1El equipo de acá es tan groso que no hay una gota de miedo	manual	RES LIQUIDAE COR.xlsx	miedo	E2
liq-miedo-ar-0005	Res Liquidae	miedo	AR	substantive	gota de	su romance con el público, a el que hizo correr más de una gota fría de miedo, no tiene fecha de vencimiento.	manual	RES LIQUIDAE COR.xlsx	miedo	E2
liq-miedo-ar-0006	Res Liquidae	miedo	AR	substantive	brote de	es habrá pasado a los soldados de el Ejército que fusilaron Evaldo? ¿ Un brote colectivo de miedo, sorpresa o violenta emoción	manual	RES LIQUIDAE COR.xlsx	miedo	E2
liq-miedo-bo-0001	Res Liquidae	miedo	BO	verbal-subject-intransitive	fluir	nmensa cantidad de adrenalina, tensión y miedo que fluía en el cuerpo de Alex	manual	RES LIQUIDAE COR.xlsx	miedo	B3
liq-miedo-cl-0001	Res Liquidae	miedo	CL	verbal-subject-intransitive	brotar	labra pueda llegar hasta los interrogantes, las dudas y los miedos que brotan en su corazón	manual	RES LIQUIDAE COR.xlsx	miedo	D4
liq-miedo-cl-0002	Res Liquidae	miedo	CL	verbal-instrumental	inundar de	El país se inundó de miedo hacia el " dictador comunista " que vendría	manual	RES LIQUIDAE COR.xlsx	miedo	G4
liq-miedo-co-0001	Res Liquidae	miedo	CO	substantive	gota de	amantes de los retos, disciplinadas como ellas solas y sin una gota de miedo a la adrenalina	manual	RES LIQUIDAE COR.xlsx	miedo	E5
liq-miedo-co-0002	Res Liquidae	miedo	CO	verbal-instrumental	inundar de	Esgrimen argumentos como la familia y los peligros de la homosexualización para inundar de miedos a este pueblo ignaro y creyente CO	manual	RES LIQUIDAE COR.xlsx	miedo	G5
liq-miedo-co-0003	Res Liquidae	miedo	CO	verbal-instrumental	inundar de	la misoginia y la negligencia sigan inundando con miedo e ignorancia a la niñez y a la juventud de nuestro país.	manual	RES LIQUIDAE COR.xlsx	miedo	G5
liq-miedo-cr-0001	Res Liquidae	miedo	CR	verbal-subject-transitive	inundar	Los gritos de miedo inundaron la vivienda y asustaron a el enorme reptil	manual	RES LIQUIDAE COR.xlsx	miedo	C6
liq-miedo-do-0001	Res Liquidae	miedo	DO	verbal-subject-intransitive	fluir	Rencillas había alguna desde la anterior final y el miedo fluía a raudale	manual	RES LIQUIDAE COR.xlsx	miedo	B8
liq-miedo-ec-0001	Res Liquidae	miedo	EC	verbal-instrumental	inundado por	Estamos inundados de miedos y abatidos por noticias de hecho	manual	RES LIQUIDAE COR.xlsx	miedo	G9
liq-miedo-es-0001	Res Liquidae	miedo	ES	verbal-subject-intransitive	fluir	el miedo que fluye en algunas partes de el bosque. Y refleja toda la melancolía de el personaje	manual	RES LIQUIDAE COR.xlsx	miedo	B10
liq-miedo-es-0002	Res Liquidae	miedo	ES	verbal-subject-intransitive	brotar	ecia aprovechando la fragilidad, los odios y los miedos que brotan cuando la presión es insuperable, dejando en evidencia muchas de la contradiccione ES	manual	RES LIQUIDAE COR.xlsx	miedo	D10
liq-miedo-es-0003	Res Liquidae	miedo	ES	verbal-subject-intransitive	rebosar	Nbamaniacs... Aquí ya rebosó la inconsistencia, el miedo o la falta de cabeza de los Sixers.	manual	RES LIQUIDAE COR.xlsx	miedo	D10
liq-miedo-es-0004	Res Liquidae	miedo	ES	verbal-instrumental	inundar de	Cuando un espíritu maligno llamado Sombra se propone inundar de miedo los corazones de los niños ES	manual	RES LIQUIDAE COR.xlsx	miedo	G10
liq-miedo-es-0005	Res Liquidae	miedo	ES	verbal-instrumental	inundar de	su épica lucha contra un espíritu maligno que pretende inundar de miedo los corazones de los niños  ES	manual	RES LIQUIDAE COR.xlsx	miedo	G10
liq-miedo-es-0006	Res Liquidae	miedo	ES	verbal-instrumental	inundar de	Un navegador de el que nadie se pudiese reir, que inundara de miedo el corazón de sus enemigos ES	manual	RES LIQUIDAE COR.xlsx	miedo	G10
liq-miedo-es-0007	Res Liquidae	miedo	ES	verbal-instrumental	inundar de	Los medios nos inundan con miedos y crisis a el mismo tiempo que nos venden un modelo de vida ES	manual	RES LIQUIDAE COR.xlsx	miedo	G10
liq-miedo-es-0008	Res Liquidae	miedo	ES	verbal-instrumental	inundar de	un buen repaso o incluso a la celda de el Espantapájaros para que nos inunde de miedo (y daño). ES	manual	RES LIQUIDAE COR.xlsx	miedo	G10
liq-miedo-es-0009	Res Liquidae	miedo	ES	verbal-instrumental	inundar de	La noche que se inundó de miedos y milagros  ES	manual	RES LIQUIDAE COR.xlsx	miedo	G10
liq-miedo-es-0010	Res Liquidae	miedo	ES	verbal-instrumental	inundar de	un joven Hawking tomando conciencia de su nueva realidad en una bañera inundada de miedo; ES	manual	RES LIQUIDAE COR.xlsx	miedo	G10
liq-miedo-es-0011	Res Liquidae	miedo	ES	verbal-instrumental	inundar de	un espíritu maligno que les inunda de miedo y a el que llaman Sombra	manual	RES LIQUIDAE COR.xlsx	miedo	G10
liq-miedo-es-0012	Res Liquidae	miedo	ES	verbal-subject-intransitive	rebosar	20minutos.es... llenando el platillo de la balanza que compensa a el que ya está a rebosar de desconfianzas, miedos..	manual	RES LIQUIDAE COR.xlsx	miedo	G10
liq-miedo-mx-0001	Res Liquidae	miedo	MX	verbal-subject-intransitive	brotar	El miedo brota ante la inseguridad, mientras que la política nace de las respuestas	manual	RES LIQUIDAE COR.xlsx	miedo	D13
liq-miedo-mx-0002	Res Liquidae	miedo	MX	substantive	gota de	queremos disfrutar con detalle cada gota de miedo que derrame el enemigo	manual	RES LIQUIDAE COR.xlsx	miedo	E13
liq-miedo-mx-0003	Res Liquidae	miedo	MX	substantive	brote de	Parece probable que este brote de miedo masculino juegue un papel determinante en las elecciones	manual	RES LIQUIDAE COR.xlsx	miedo	E13
liq-miedo-mx-0004	Res Liquidae	miedo	MX	substantive	rebosar	20minutos.com.mx significa lugar de miedo, y antes allí había mucho miedo y por eso el reboso	manual	RES LIQUIDAE COR.xlsx	miedo	E13
liq-miedo-mx-0005	Res Liquidae	miedo	MX	verbal-instrumental	inundar de	su épica lucha contra un espíritu maligno que pretende inundar de miedo los corazones de los niños MX	manual	RES LIQUIDAE COR.xlsx	miedo	G13
liq-miedo-mx-0006	Res Liquidae	miedo	MX	verbal-instrumental	inundar de	Las autoridades deben considerar que los mercados inundados de miedo pueden anticipar un aumento brusco de tasas  MX	manual	RES LIQUIDAE COR.xlsx	miedo	G13
liq-miedo-mx-0007	Res Liquidae	miedo	MX	verbal-instrumental	inundar de	El solo hecho de pensar en qué iba a trabajar, la inundaba de miedo; sin embargo, las figuras de sus hijos le dieron la fuerza	manual	RES LIQUIDAE COR.xlsx	miedo	G13
liq-miedo-pe-0001	Res Liquidae	miedo	PE	verbal-subject-intransitive	fluir	El miedo fluía frío, como cuando comes un caramelo de menta fresc	manual	RES LIQUIDAE COR.xlsx	miedo	B16
liq-miedo-us-0001	Res Liquidae	miedo	US	verbal-subject-intransitive	brotar	Por la noche brotan miedos que te provocan terror	manual	RES LIQUIDAE COR.xlsx	miedo	D22
liq-miedo-us-0002	Res Liquidae	miedo	US	substantive	gota de	dos hombres de mediana edad, sin gota de miedo, se plantan ante el cañón	manual	RES LIQUIDAE COR.xlsx	miedo	E22
liq-miedo-us-0003	Res Liquidae	miedo	US	verbal-instrumental	inundar de	uando un espíritu maligno llamado Pitch se propone inundar de miedo los corazones de los niños de todo el mund US	manual	RES LIQUIDAE COR.xlsx	miedo	G22
liq-miedo-us-0004	Res Liquidae	miedo	US	verbal-instrumental	inundar de	Cada tres minutos pasaban inundando de miedo las calles, la gente se agachaba y se tapaba la cabeza  US	manual	RES LIQUIDAE COR.xlsx	miedo	G22
liq-miedo-us-0005	Res Liquidae	miedo	US	verbal-instrumental	inundar de	su mente se inunda de miedo a el pensar que la pareja podrá abandonar la US	manual	RES LIQUIDAE COR.xlsx	miedo	G22
liq-miedo-us-0006	Res Liquidae	miedo	US	verbal-instrumental	inundado por	# Amador se levantó de inmediato inundada por el miedo y comenzó a correr por el pasillo de la iglesia  US	manual	RES LIQUIDAE COR.xlsx	miedo	G22
liq-miedo-ve-0001	Res Liquidae	miedo	VE	verbal-subject-transitive	rebosar	Aporrea Guaidó, vivió uno de los momentos más apremiantes de su vida… El miedo lo rebosó..	manual	RES LIQUIDAE COR.xlsx	miedo	E21
liq-miedo-ve-0002	Res Liquidae	miedo	VE	verbal-instrumental	inundar de	os políticos han encontrado la manera de inundar nos de miedos y verdades parciales que desesperan VE	manual	RES LIQUIDAE COR.xlsx	miedo	G21
liq-miedo-ve-0003	Res Liquidae	miedo	VE	verbal-instrumental	inundar de	bombas lacrimógenas contra la marcha pacífica, inundando de miedo y terror a ciudadanos desarmado VE	manual	RES LIQUIDAE COR.xlsx	miedo	G21
liq-miedo-ve-0004	Res Liquidae	miedo	VE	verbal-instrumental	inundar de	Rubén Castro empató, inundando de miedo a algunos	manual	RES LIQUIDAE COR.xlsx	miedo	G21
par-miedo-ar-0001	Res Parvae	miedo	AR	verbal-objective-grasp	coger	Se trataba de que no cogiera miedo.	manual	Res Parvae.xlsx	miedo	B2
par-miedo-cl-0001	Res Parvae	miedo	CL	verbal-objective-grasp	coger	y ahí cogieron miedo y una parte entonces se hicieron " los locos " para no participa	manual	Res Parvae.xlsx	miedo	B4
par-miedo-cl-0002	Res Parvae	miedo	CL	verbal-objective-grasp	coger	Comencé a asustar les. Me cogieron miedo.	manual	Res Parvae.xlsx	miedo	B4
par-miedo-cl-0003	Res Parvae	miedo	CL	verbal-objective-grasp	coger	no debemos coger le miedo	manual	Res Parvae.xlsx	miedo	B4
par-miedo-cl-0004	Res Parvae	miedo	CL	verbal-objective-grasp	coger	No te tengo miedo. Si te cojo te desmantelo	manual	Res Parvae.xlsx	miedo	B4
par-miedo-cl-0005	Res Parvae	miedo	CL	verbal-objective-grasp	coger	tienes familiares que van a viajar contigo, y uno coge un poco de miedo	manual	Res Parvae.xlsx	miedo	B4
par-miedo-cl-0006	Res Parvae	miedo	CL	verbal-objective-throw	lanzar	LANZAR 1 es lanzar miedo por el aire. Es desconfianza plena. Es no sentir	manual	Res Parvae.xlsx	miedo	C4
par-miedo-co-0001	Res Parvae	miedo	CO	verbal-objective-grasp	coger	le cogí miedo a algunas situaciones de carrera.	manual	Res Parvae.xlsx	miedo	B5
par-miedo-co-0002	Res Parvae	miedo	CO	verbal-objective-grasp	coger	# Roglic le cogió miedo a su vocación	manual	Res Parvae.xlsx	miedo	B5
par-miedo-co-0003	Res Parvae	miedo	CO	verbal-objective-grasp	coger	Valledupar le cogí miedo. Porque se diluyó la hermandad	manual	Res Parvae.xlsx	miedo	B5
par-miedo-co-0004	Res Parvae	miedo	CO	verbal-objective-grasp	coger	ahora como mi madre, a el Valle le cogí miedo	manual	Res Parvae.xlsx	miedo	B5
par-miedo-co-0005	Res Parvae	miedo	CO	verbal-objective-grasp	coger	le cogí tanto miedo a tener miedo que ni por el putas quería volver a pasar po	manual	Res Parvae.xlsx	miedo	B5
par-miedo-co-0006	Res Parvae	miedo	CO	verbal-objective-grasp	coger	lo tenían torturado, con el brazo torcido para que los demás cogieran miedo	manual	Res Parvae.xlsx	miedo	B5
par-miedo-co-0007	Res Parvae	miedo	CO	verbal-objective-grasp	coger	les cogí miedo a los abrazos, a los besos.	manual	Res Parvae.xlsx	miedo	B5
par-miedo-co-0008	Res Parvae	miedo	CO	substantive	manojo de	Con la finalización de el conflicto con las Farc, ese otro energúmeno que anda suelto por Colombia y por cuanto escenario internacional se preste, Álvaro Uribe Vélez, pierde buena parte de su piso político, y ahora tiene que inventar otro manojo de miedos	manual	Res Parvae.xlsx	miedo	E5
par-miedo-cr-0001	Res Parvae	miedo	CR	verbal-objective-grasp	coger	Lo peor que podemos hacer en la vida es coger miedo	manual	Res Parvae.xlsx	miedo	B6
par-miedo-do-0001	Res Parvae	miedo	DO	verbal-objective-throw	arrojar	ARROJAR MIEDOS arrojó miedos de que no funcionara en principio	manual	Res Parvae.xlsx	miedo	C8
par-miedo-es-0001	Res Parvae	miedo	ES	verbal-objective-grasp	traer	el Ejército británico ha aterrizado aquí y ha traído el miedo, las armas; Con nuestros granos de arena hemos traído el miedo.	manual	Res Parvae.xlsx	miedo	B10
par-miedo-es-0002	Res Parvae	miedo	ES	verbal-objective-throw	soltar	SOLTAR MIEDOS He tenido que ir soltando miedos por el camino	manual	Res Parvae.xlsx	miedo	C10
par-miedo-es-0003	Res Parvae	miedo	ES	verbal-objective-throw	lanzar	Urgot puede volver a lanzar Miedo más allá de la muerte para suprimir lo, atraer lo lentamente	manual	Res Parvae.xlsx	miedo	C10
par-miedo-es-0004	Res Parvae	miedo	ES	substantive	puñado de	largo de las próximas publicaciones os detallaremos los motivos con un buen puñado de miedos	manual	Res Parvae.xlsx	miedo	E10
par-miedo-es-0005	Res Parvae	miedo	ES	substantive	puñado de	un montón de cosas maravillosas y con un buen puñado de miedos e inseguridade	manual	Res Parvae.xlsx	miedo	E10
par-miedo-gt-0001	Res Parvae	miedo	GT	verbal-objective-grasp	agarrar	ojala agarren miedo los jueces corruptos	manual	Res Parvae.xlsx	miedo	B11
par-miedo-mx-0001	Res Parvae	miedo	MX	verbal-objective-grasp	coger	#salir a la calles en respuesta a la conga y cogimos (tuvimos) miedo' ", escribió en un post Adiel González	manual	Res Parvae.xlsx	miedo	B13
par-miedo-mx-0002	Res Parvae	miedo	MX	verbal-objective-grasp	traer	Pues es un miedo que cualquier oficial puede traer,	manual	Res Parvae.xlsx	miedo	B13
par-miedo-mx-0003	Res Parvae	miedo	MX	verbal-objective-throw	soltar	SOLTAR MIEDOS ( dicen que los impulsó a soltar miedos y animar se a ser sus propios jefes)	manual	Res Parvae.xlsx	miedo	C13
par-miedo-pa-0001	Res Parvae	miedo	PA	verbal-objective-grasp	coger	le comencé a coger mucho asco y miedo	manual	Res Parvae.xlsx	miedo	B15
par-miedo-pe-0001	Res Parvae	miedo	PE	verbal-objective-grasp	traer	traer miedo 1  ¿ Qué miedos nos traerán los próximos procesos electorales?	manual	Res Parvae.xlsx	miedo	B16
par-miedo-pe-0002	Res Parvae	miedo	PE	substantive	puñado de	PUÑADO 1 No vencí un puñado de miedos	manual	Res Parvae.xlsx	miedo	E16
par-miedo-pr-0001	Res Parvae	miedo	PR	verbal-objective-grasp	coger	Dawn " le cogió cariño o miedo a " Beth	manual	Res Parvae.xlsx	miedo	B17
