id	cryptoclass	emonym	country	construction_type	classifier_lemma	citation_es	source	source_file	source_sheet	source_locator	frequency	freq_role
fil-alegría-ec-0005	Res Filiformes	alegría	EC	verbal-subject-intransitive	desatarse	desatar alegría	manual	Res Filiformes.xlsx	alegría	C9	4	total
fil-alegría-ec-0006	Res Filiformes	alegría	EC	verbal-subject-intransitive	desatarse	el marcador final de 2 a 0, con lo que se desató la alegría de los hinchas celestes	manual	Res Filiformes.xlsx	alegría	C9	0	illustrative
fil-alegría-ec-0007	Res Filiformes	alegría	EC	verbal-subject-intransitive	desatarse	alegría se desató en la esquina con su entrenador Nicolás Dirovi	manual	Res Filiformes.xlsx	alegría	C9	0	illustrative
fil-alegría-ec-0008	Res Filiformes	alegría	EC	verbal-subject-intransitive	desatarse	La alegría se desató, entre aplausos y fuertes abrazos.	manual	Res Filiformes.xlsx	alegría	C9	0	illustrative
fil-alegría-ec-0009	Res Filiformes	alegría	EC	verbal-subject-intransitive	desatarse	Cuando el árbitro argentino Pitana indicó el final de el encuentro, se desató la alegría francesa.	manual	Res Filiformes.xlsx	alegría	C9	0	illustrative
fil-alegría-ec-0010	Res Filiformes	alegría	EC	verbal-instrumental		? alegría	manual	Res Filiformes.xlsx	alegría	E9	1	total
fil-alegría-ec-0011	Res Filiformes	alegría	EC	verbal-instrumental		demuestran la " fuerza " del pueblo ecuatoriano, que tira de " alegría " para afrontar las secuelas de estos años de crisis.	manual	Res Filiformes.xlsx	alegría	E9	0	illustrative
fil-alegría-ec-0012	Res Filiformes	alegría	EC	attributive	desatado	se hace eco de la alegría desatada en Kenia por la proeza	manual	Res Filiformes.xlsx	alegría	F9	1	example
fil-alegría-es-0001	Res Filiformes	alegría	ES	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B10	60	total
fil-alegría-es-0002	Res Filiformes	alegría	ES	verbal-objective	desatar	. El 1-1 desató la alegría y confianza en la grada,	manual	Res Filiformes.xlsx	alegría	B10	0	illustrative
fil-alegría-es-0003	Res Filiformes	alegría	ES	verbal-objective	desatar	El sí desató la alegría de todos.	manual	Res Filiformes.xlsx	alegría	B10	0	illustrative
fil-alegría-es-0004	Res Filiformes	alegría	ES	verbal-objective	desatar	No refrenen su euforia: abandonen la lectura de este artículo y desaten su alegría sin remilgos	manual	Res Filiformes.xlsx	alegría	B10	0	illustrative
fil-alegría-es-0005	Res Filiformes	alegría	ES	verbal-objective	desatar	las peñas y sus charangas desatarán la alegría con el Pasacalles con la Bruja	manual	Res Filiformes.xlsx	alegría	B10	0	illustrative
fil-alegría-es-0006	Res Filiformes	alegría	ES	verbal-subject-intransitive	desatarse	desatarse alegría	manual	Res Filiformes.xlsx	alegría	C10	3	total
fil-alegría-es-0007	Res Filiformes	alegría	ES	verbal-subject-intransitive	desatarse	la alegría se desató en la expedición visitante:	manual	Res Filiformes.xlsx	alegría	C10	0	illustrative
fil-alegría-es-0008	Res Filiformes	alegría	ES	verbal-subject-intransitive	desatarse	La alegría se desató en la localidad lucense de Monforte de Lemos, donde recayó íntegro el primer premio	manual	Res Filiformes.xlsx	alegría	C10	0	illustrative
fil-alegría-es-0009	Res Filiformes	alegría	ES	verbal-subject-intransitive	desatarse	El número afortunado se desataba la alegría entre el público asistente	manual	Res Filiformes.xlsx	alegría	C10	0	illustrative
fil-alegría-es-0010	Res Filiformes	alegría	ES	verbal-instrumental		? alegría	manual	Res Filiformes.xlsx	alegría	E10	1	total
fil-alegría-es-0011	Res Filiformes	alegría	ES	verbal-instrumental		así que la presentadora ha tirado de la alegría que le caracteriza para combatir lo	manual	Res Filiformes.xlsx	alegría	E10	0	illustrative
fil-alegría-es-0012	Res Filiformes	alegría	ES	attributive	desatado	la alegría desatada da paso a el miedo, la intranquilidad y la zozobra	manual	Res Filiformes.xlsx	alegría	F10	1	example
fil-alegría-es-0013	Res Filiformes	alegría	ES	attributive	desatado	abordar la alegría desatada desde todos los ángulos posibles	manual	Res Filiformes.xlsx	alegría	F10	1	example
fil-alegría-es-0014	Res Filiformes	alegría	ES	substantive	hilo	gran cantidad de gente " contagiada por el sólido hilo de la alegría.	manual	Res Filiformes.xlsx	alegría	G10	1	example
fil-alegría-gt-0001	Res Filiformes	alegría	GT	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B11	7	total
fil-alegría-gt-0002	Res Filiformes	alegría	GT	verbal-objective	desatar	marcador empatado a uno, cuando la Unión de San Guillermo logró anotar y desató la alegría de los locales.	manual	Res Filiformes.xlsx	alegría	B11	0	illustrative
fil-alegría-hn-0001	Res Filiformes	alegría	HN	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B12	11	total
fil-alegría-hn-0002	Res Filiformes	alegría	HN	verbal-objective	desatar	Al llegar las 12: 00 la medianoche, se desató la alegría en los hogares	manual	Res Filiformes.xlsx	alegría	B12	0	illustrative
fil-alegría-hn-0003	Res Filiformes	alegría	HN	verbal-objective	desatar	desatar la alegría de el público angelino	manual	Res Filiformes.xlsx	alegría	B12	0	illustrative
fil-alegría-mx-0001	Res Filiformes	alegría	MX	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B13	234	total
fil-alegría-mx-0002	Res Filiformes	alegría	MX	verbal-objective	desatar	desató la alegría en las gradas.	manual	Res Filiformes.xlsx	alegría	B13	0	illustrative
fil-alegría-mx-0003	Res Filiformes	alegría	MX	verbal-objective	desatar	penalti en el minuto 86 que desató la alegría nigeriana en el hote	manual	Res Filiformes.xlsx	alegría	B13	0	illustrative
fil-alegría-mx-0004	Res Filiformes	alegría	MX	verbal-objective	desatar	hecho que desató la alegría entre los integrantes de el club	manual	Res Filiformes.xlsx	alegría	B13	0	illustrative
fil-alegría-mx-0005	Res Filiformes	alegría	MX	verbal-objective	desatar	volvió a desatar la alegría de Maradona	manual	Res Filiformes.xlsx	alegría	B13	0	illustrative
fil-alegría-mx-0006	Res Filiformes	alegría	MX	attributive	desatado	la alegría desatada luego de que Perú consiguiera sellar su boleto a Rusia 2018	manual	Res Filiformes.xlsx	alegría	F13	1	example
fil-alegría-ni-0001	Res Filiformes	alegría	NI	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B14	5	total
fil-alegría-ni-0002	Res Filiformes	alegría	NI	verbal-objective	desatar	Cuando llegó a el pedestal se desató la alegría.	manual	Res Filiformes.xlsx	alegría	B14	0	illustrative
fil-alegría-ni-0003	Res Filiformes	alegría	NI	attributive	desatado	Con la alegría desatada por la liberación de los manifestantes presos,	manual	Res Filiformes.xlsx	alegría	F14	1	example
fil-alegría-pa-0001	Res Filiformes	alegría	PA	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B15	6	total
fil-alegría-pa-0002	Res Filiformes	alegría	PA	verbal-objective	desatar	hizo el trabajo con potente trallazo que desató la alegría de el escaso público	manual	Res Filiformes.xlsx	alegría	B15	0	illustrative
fil-alegría-pa-0003	Res Filiformes	alegría	PA	attributive	desatado	provocó escenas de alegría desatada en la capital	manual	Res Filiformes.xlsx	alegría	F15	1	example
fil-alegría-pe-0001	Res Filiformes	alegría	PE	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B16	158	total
fil-alegría-pe-0002	Res Filiformes	alegría	PE	verbal-objective	desatar	Fernando Pacheco (52') se encargó de desatar la alegría peruana	manual	Res Filiformes.xlsx	alegría	B16	0	illustrative
fil-alegría-pe-0003	Res Filiformes	alegría	PE	verbal-subject-intransitive	desatarse	desatar alegría	manual	Res Filiformes.xlsx	alegría	C16	12	total
fil-alegría-pe-0004	Res Filiformes	alegría	PE	verbal-subject-intransitive	desatarse	n Pueblo Nuevo de Colán se desata la alegría en los meses de febrero y marzo	manual	Res Filiformes.xlsx	alegría	C16	0	illustrative
fil-alegría-pe-0005	Res Filiformes	alegría	PE	attributive	desatado	La alegría desatada por los estruendosos aficionados'	manual	Res Filiformes.xlsx	alegría	F16	1	example
fil-alegría-pr-0001	Res Filiformes	alegría	PR	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B17	1	total
fil-alegría-pr-0002	Res Filiformes	alegría	PR	verbal-objective	desatar	desatar la alegría:	manual	Res Filiformes.xlsx	alegría	B17	0	illustrative
fil-alegría-pr-0003	Res Filiformes	alegría	PR	verbal-objective	desatar	lanzaron el cohete desde el balcón de el ayuntamiento a mediodía, desatando la alegría de las miles de personas que atestaban la plaza de abajo.	manual	Res Filiformes.xlsx	alegría	B17	0	illustrative
fil-alegría-pr-0004	Res Filiformes	alegría	PR	verbal-subject-intransitive	desatarse	desatarse alegría	manual	Res Filiformes.xlsx	alegría	C17	1	total
fil-alegría-pr-0005	Res Filiformes	alegría	PR	verbal-subject-intransitive	desatarse	mientras la alegría continúa desatándose un rato más	manual	Res Filiformes.xlsx	alegría	C17	0	illustrative
fil-alegría-pr-0006	Res Filiformes	alegría	PR	attributive	desatado	La magnitud de la alegría desatada	manual	Res Filiformes.xlsx	alegría	F17	1	example
fil-alegría-py-0001	Res Filiformes	alegría	PY	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B18	43	total
fil-alegría-py-0002	Res Filiformes	alegría	PY	verbal-objective	desatar	Pablo Mouche que solo empujó para desatar la alegría de los hinchas sobre los 36'	manual	Res Filiformes.xlsx	alegría	B18	0	illustrative
fil-alegría-py-0003	Res Filiformes	alegría	PY	verbal-subject-intransitive	desatarse	desatar alegría	manual	Res Filiformes.xlsx	alegría	C18	4	total
fil-alegría-sv-0001	Res Filiformes	alegría	SV	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B19	6	total
fil-alegría-sv-0002	Res Filiformes	alegría	SV	verbal-objective	desatar	terminó en el fondo de una portería, lo que desató la alegría de sus compañero	manual	Res Filiformes.xlsx	alegría	B19	0	illustrative
fil-alegría-sv-0004	Res Filiformes	alegría	SV	verbal-subject-intransitive	desatarse	Pitana indicó el final del encuentro y se desató la alegría francesa	manual	Res Filiformes.xlsx	alegría	C19	0	illustrative
fil-alegría-sv-0005	Res Filiformes	alegría	SV	attributive	desatado	La alegría desatada por los estruendosos aficionados	manual	Res Filiformes.xlsx	alegría	F19	1	example
fil-alegría-us-0001	Res Filiformes	alegría	US	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B22	18	total
fil-alegría-us-0002	Res Filiformes	alegría	US	verbal-objective	desatar	desatando la alegría de las miles de personas que atestaban la plaza	manual	Res Filiformes.xlsx	alegría	B22	0	illustrative
fil-alegría-us-0003	Res Filiformes	alegría	US	verbal-subject-intransitive	desatarse	desatarse alegría	manual	Res Filiformes.xlsx	alegría	C22	2	total
fil-alegría-us-0004	Res Filiformes	alegría	US	verbal-subject-intransitive	desatarse	la alegría que se desataba cuando llovía	manual	Res Filiformes.xlsx	alegría	C22	0	illustrative
fil-alegría-us-0005	Res Filiformes	alegría	US	verbal-subject-intransitive	desatarse	desatándose la alegría final en la cancha y la tribuna	manual	Res Filiformes.xlsx	alegría	C22	0	illustrative
fil-alegría-us-0006	Res Filiformes	alegría	US	attributive	desatado	alargando la alegría desatada el domingo tras ganar	manual	Res Filiformes.xlsx	alegría	F22	1	example
fil-alegría-uy-0001	Res Filiformes	alegría	UY	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B20	13	total
fil-alegría-uy-0002	Res Filiformes	alegría	UY	verbal-objective	desatar	Tabú volvió a ganar y eso desató una alegría generalizada y un largo festejo	manual	Res Filiformes.xlsx	alegría	B20	0	illustrative
fil-alegría-uy-0003	Res Filiformes	alegría	UY	verbal-objective	desatar	s el lugar elegido para desatar la alegría por el triunfo de la selección uruguaya	manual	Res Filiformes.xlsx	alegría	B20	0	illustrative
fil-alegría-uy-0004	Res Filiformes	alegría	UY	attributive	desatado	unes su día nacional alargando la alegría	manual	Res Filiformes.xlsx	alegría	F20	1	example
fil-alegría-uy-0005	Res Filiformes	alegría	UY	attributive	desatado	desatada el domingo a el ganar su selección la primera edición	manual	Res Filiformes.xlsx	alegría	F20	1	example
fil-alegría-ve-0001	Res Filiformes	alegría	VE	verbal-objective	desatar	desatar alegría	manual	Res Filiformes.xlsx	alegría	B21	16	total
fil-alegría-ve-0002	Res Filiformes	alegría	VE	verbal-objective	desatar	El pitazo final desató la alegría en la banca nacional liderada por un Pizzi	manual	Res Filiformes.xlsx	alegría	B21	0	illustrative
fil-alegría-ve-0003	Res Filiformes	alegría	VE	verbal-objective	retorcer	retorcer alegría	manual	Res Filiformes.xlsx	alegría	B21	1	total
fil-alegría-ve-0004	Res Filiformes	alegría	VE	verbal-objective	retorcer	Se retuercen alegría con la caída de el precio de el petróleo y el alza psicopática de…	manual	Res Filiformes.xlsx	alegría	B21	0	illustrative
fil-alegría-ve-0005	Res Filiformes	alegría	VE	attributive	desatado	La alegría desatada por los grandes medios 2) a el servicio de las trasnacionales financieras	manual	Res Filiformes.xlsx	alegría	F21	1	example
liq-alegría-ar-0001	Res Liquidae	alegría	AR	verbal-objective	derramar	Lucrecia Chiama derrama alegría y saludos entre las filas de el rayo	manual	RES LIQUIDAE COR.xlsx	alegría	B2	1	example
liq-alegría-ar-0002	Res Liquidae	alegría	AR	verbal-objective	derramar	Una guitarra que derramaba amor y alegría entre las manos de el nieto	manual	RES LIQUIDAE COR.xlsx	alegría	B2	1	example
liq-alegría-ar-0003	Res Liquidae	alegría	AR	verbal-objective	derramar	En otras palabras, mi pito se pone contento y derrama alegría AR	manual	RES LIQUIDAE COR.xlsx	alegría	B2	1	example
liq-alegría-ar-0004	Res Liquidae	alegría	AR	verbal-objective	derramar	Derramando humor y alegría, a un chico hasta le dijo: " ¡Rezá a favor	manual	RES LIQUIDAE COR.xlsx	alegría	B2	1	example
liq-alegría-ar-0005	Res Liquidae	alegría	AR	verbal-objective	derramar	a través de sonoridades novedosas y puestas escénicas que derraman alegría y absurdo	manual	RES LIQUIDAE COR.xlsx	alegría	B2	1	example
liq-alegría-ar-0006	Res Liquidae	alegría	AR	verbal-objective	fluir	fluir alegría	manual	RES LIQUIDAE COR.xlsx	alegría	B2	2	inline
liq-alegría-ar-0007	Res Liquidae	alegría	AR	verbal-objective	fluir	El capitán Blandi hizo fluir la alegría; la mujer dejó fluir su alegría	manual	RES LIQUIDAE COR.xlsx	alegría	B2	0	illustrative
liq-alegría-ar-0008	Res Liquidae	alegría	AR	verbal-objective	salpicar	Formar parte de esto, además de ser una alegría que ando salpicando por la vida como niña que va a hacer los mandados	manual	RES LIQUIDAE COR.xlsx	alegría	B2	1	example
liq-alegría-ar-0009	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	La alegría inunda las calles de Pamplona Fuente	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0010	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	no esconden la alegría que los inunda por el incipiente viaje que emprenderán a Ecuador	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0011	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	Si bien en el bunker de FORJA la alegría inundaba cada rincón de el gimnasio de el Club Sportivo	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0012	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	la alegría inundaba el Bosque.	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0013	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	e entrega a la fiesta y la alegría que inunda todos los rincones	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0014	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	Tras haber recibido la prótesis y la alegría inundándo le el rostro, Mau tomó su bicicleta y salió a pasear	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0015	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	" La emoción y la alegría me inundó. Pero también me sorprendí de la elección	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0016	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	la alegría inundaba los rostros de las dos alumnas	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0017	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	la alegría inundaba el alma de los fanáticos	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0018	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	el público se deja invadir por esa alegría que inunda el lugar	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0019	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	la alegría inundó a los afotunados	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0020	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	se desborda la alegría pascual que inunda los cincuenta días subsiguientes	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0021	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	una mezcla de tristeza y alegría que inundó a los policías	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0022	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	ontó a su público que espera un hijo, exteriorizando toda la alegría que la inunda en este momento tan especial de su vid	manual	RES LIQUIDAE COR.xlsx	alegría	C2	1	example
liq-alegría-ar-0023	Res Liquidae	alegría	AR	verbal-subject-intransitive	derramar	Todo su colorido y su ruidosa y rítmica alegría se derramaba aquella tarde de julio "	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0024	Res Liquidae	alegría	AR	verbal-subject-intransitive	fluir	la alegría musical que fluye casi mitológicamente por sus venas	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0025	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	Cuánta alegría ha brotado en el corazón de estas dos mujeres, la adúltera y la pecadora	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0026	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	la alegría le brota por los poros	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0027	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	en tu corazón brota la vida, brota la alegría, el consuelo, la luz	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0028	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	la sonrisa espontánea y la alegría que brota a el ver a el otro, aparecen desdibujadas	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0029	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	la esperanza que llevamos en el corazón y por la alegría que brota de ella	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0030	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	armar el árbol de Navidad y el pesebre. La alegría que brota de allí no es superficial o artificial, sino bien concreta	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0031	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	Presentan en la Cámara de Diputados el libro " Francisco, la alegría que brota de el pueblo	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0032	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	la alegría que brota de la memoria agradecida por cuanto el Señor hizo a través de nuestro santo fundador	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0033	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	a verdadera alegría brota de poner nuestra vida a el servicio de el otro	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0034	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	la energía de dar con el corazón, donde brota siempre la alegría de compartir con el que más lo necesita	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0035	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	La alegría de el cristiano es, fundamentalmente, un alegría que brota de el misterio de la Pascua, renovada en cada Eucaristía	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0036	Res Liquidae	alegría	AR	verbal-subject-intransitive	diluirse	,Su alegría efímera se diluye dejando rastros	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0037	Res Liquidae	alegría	AR	verbal-subject-intransitive	rebosar	.en una embajada donde cada 14 de julio siempre rebosaba la alegría	manual	RES LIQUIDAE COR.xlsx	alegría	D2	1	example
liq-alegría-ar-0038	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	inundado alegría	manual	RES LIQUIDAE COR.xlsx	alegría	E2	15	inline
liq-alegría-ar-0039	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	El corazón se inundo de alegría, la belleza de el amanecer era sencillamente alucinante	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0040	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	"Este reconocimiento de la Iglesia, a través del Papa Francisco, realmente nos inunda de alegría	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0041	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	estandartes, muñecos, papelitos y pancartas, inundarán de alegría cada lugar	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0042	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	el ejemplo que hoy nos inunda de alegría	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0043	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	lujosos trajes están a la orden para inundar de alegría las calles	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0044	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	festejar esta fecha lo inunda de alegría y felicidad	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0045	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	Dios-que-viene, para que Él inunde de alegría toda nuestra vida	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0046	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	otros con globos en sus vehículos, inundaron de alegría a la ciudad Chivilco	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0047	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	la sala se inundó de alegría con el primer llanto	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0048	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	bailes característicos de América inundaron de alegría a los presente	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0049	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	# La llegada de Dana inundó de alegría la guardia navideña de la Sala de Partos	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0050	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	s Franklin Rawson se dejó inundar por la alegría de sus visitantes de verano	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0051	Res Liquidae	alegría	AR	verbal-instrumental	inundar de	os cristianos un movimiento de el Espíritu Santo. Sopla cuando quiere, sorprende, inunda de alegría y esperanza	manual	RES LIQUIDAE COR.xlsx	alegría	E2	0	illustrative
liq-alegría-ar-0052	Res Liquidae	alegría	AR	verbal-instrumental	rebosar	Las jugadoras locales ganaron y rebosaron de alegría.	manual	RES LIQUIDAE COR.xlsx	alegría	E2	1	example
liq-alegría-ar-0053	Res Liquidae	alegría	AR	verbal-instrumental	rebosar	yo mismo he oído a los padres de nuestra patria reunidos, hablar y resolver rebosando de alegría...	manual	RES LIQUIDAE COR.xlsx	alegría	E2	1	example
liq-alegría-ar-0054	Res Liquidae	alegría	AR	verbal-instrumental	rebosar	Crecí en esta iglesia y en ella pasé todas las Navidades, el ambiente rebosaba de alegría...	manual	RES LIQUIDAE COR.xlsx	alegría	E2	1	example
liq-alegría-ar-0055	Res Liquidae	alegría	AR	verbal-instrumental	rebosar	se trata de unas efemérides en la que nuestros templos rebosan no solo de alegría, sino también de personas...	manual	RES LIQUIDAE COR.xlsx	alegría	E2	1	example
liq-alegría-ar-0056	Res Liquidae	alegría	AR	verbal-instrumental	rebosar	Es un orgullo haber ayudado a armar esta reunión que rebosa de alegría...	manual	RES LIQUIDAE COR.xlsx	alegría	E2	1	example
liq-alegría-ar-0057	Res Liquidae	alegría	AR	verbal-instrumental	rebosar	muestra que el animal también rebosa de alegría por haber vuelto con su familia...	manual	RES LIQUIDAE COR.xlsx	alegría	E2	1	example
liq-alegría-ar-0058	Res Liquidae	alegría	AR	verbal-instrumental	rebosar	Rebosaba de alegría de que yo pudiera ver el parecido de su padre в его лице...	manual	RES LIQUIDAE COR.xlsx	alegría	E2	1	example
liq-alegría-ar-0059	Res Liquidae	alegría	AR	verbal-instrumental	rebosar	Los flamantes papás de Rufina rebosan de alegría y la joven actriz celebró la primera semana...	manual	RES LIQUIDAE COR.xlsx	alegría	E2	1	example
liq-alegría-ar-0060	Res Liquidae	alegría	AR	substantive	aluvión	justamente, como la primera murga " Aluvión de Alegría  AR	manual	RES LIQUIDAE COR.xlsx	alegría	G2	1	example
liq-alegría-ar-0061	Res Liquidae	alegría	AR	substantive	aluvión	hace tres años había una agrupación que se llamaba Aluvión de Alegría	manual	RES LIQUIDAE COR.xlsx	alegría	G2	1	example
liq-alegría-ar-0062	Res Liquidae	alegría	AR	substantive	chorro	TV Chorro de alegría AR	manual	RES LIQUIDAE COR.xlsx	alegría	G2	1	example
liq-alegría-ar-0063	Res Liquidae	alegría	AR	substantive	chorro	iertos chorros de alegría que me atravesaban en la adolescencia?	manual	RES LIQUIDAE COR.xlsx	alegría	G2	1	example
liq-alegría-bo-0001	Res Liquidae	alegría	BO	verbal-objective	fluir	los presentes dejaron fluir su alegría	manual	RES LIQUIDAE COR.xlsx	alegría	B3	1	example
liq-alegría-bo-0002	Res Liquidae	alegría	BO	verbal-subject-intransitive		? alegría	manual	RES LIQUIDAE COR.xlsx	alegría	D3	0	absent
liq-alegría-bo-0003	Res Liquidae	alegría	BO	verbal-instrumental	inundar de	las actividades de el carnaval recuperan la identidad milenaria e inunda de alegría a los bolivianos	manual	RES LIQUIDAE COR.xlsx	alegría	E3	1	example
liq-alegría-bo-0004	Res Liquidae	alegría	BO	verbal-instrumental	inundar de	su estreno en España, daba la vuelta a la manzana, lo que me inundó de alegría —sobre todo porque un amigo ya me había comprado la entrada	manual	RES LIQUIDAE COR.xlsx	alegría	E3	1	example
liq-alegría-bo-0005	Res Liquidae	alegría	BO	verbal-instrumental	inundar de	Niños y adultos inundaron de alegría el coliseo, con bailes, juegos	manual	RES LIQUIDAE COR.xlsx	alegría	E3	1	example
liq-alegría-bo-0006	Res Liquidae	alegría	BO	verbal-instrumental	rebosar	Los qataríes rebosan de alegría en las calles de Doha tras cantar victoria	manual	RES LIQUIDAE COR.xlsx	alegría	E3	1	example
liq-alegría-bo-0007	Res Liquidae	alegría	BO	verbal-instrumental	rebosar	los residentes de Uruguay que rebosaban de alegría en la celebración	manual	RES LIQUIDAE COR.xlsx	alegría	E3	1	example
liq-alegría-bo-0009	Res Liquidae	alegría	BO	substantive	brote de	de	manual	RES LIQUIDAE COR.xlsx	alegría	G3	1	example
