id	cryptoclass	emonym	country	construction_type	classifier_lemma	citation_es	citation_ru	disputed	source_file	source_sheet	source_locator	notes
liq-tristeza-gt-0003	Res Liquidae	tristeza	GT	verbal-subject-transitive	inundar	Los recuerdos y la tristeza inundan su mente,		f	RES LIQUIDAE COR.xlsx	tristeza	C11	
liq-tristeza-mx-0001	Res Liquidae	tristeza	MX	verbal-subject-transitive	inundar	enemos la tristeza que nos inunda por tu ausencia		f	RES LIQUIDAE COR.xlsx	tristeza	C13	
liq-tristeza-mx-0002	Res Liquidae	tristeza	MX	verbal-subject-transitive	inundar	años después el frío y la tristeza inunda el lugar y uno de los testigos de aquellas labores de inhumación		f	RES LIQUIDAE COR.xlsx	tristeza	C13	
liq-tristeza-mx-0003	Res Liquidae	tristeza	MX	verbal-subject-transitive	inundar	El cantautor abundó que la tristeza que inunda a el ámbito de la cultura se debe a que " Gabo		f	RES LIQUIDAE COR.xlsx	tristeza	C13	
liq-tristeza-mx-0004	Res Liquidae	tristeza	MX	verbal-subject-transitive	inundar	la impotencia y la tristeza inundaron su ser, en especial cuando la fuerza de la naturaleza "		f	RES LIQUIDAE COR.xlsx	tristeza	C13	
liq-tristeza-mx-0005	Res Liquidae	tristeza	MX	verbal-subject-transitive	inundar	La tristeza inunda el ambiente, mientras los familiares de Guadalupe " Lupita "		f	RES LIQUIDAE COR.xlsx	tristeza	C13	
liq-tristeza-mx-0006	Res Liquidae	tristeza	MX	verbal-subject-transitive	inundar	Abandono y tristeza inundan las paredes de dos instituciones públicas de Ahome que se encargan de atender a adultos		f	RES LIQUIDAE COR.xlsx	tristeza	C13	
liq-tristeza-mx-0007	Res Liquidae	tristeza	MX	verbal-subject-transitive	inundar	fue el canijo sin despedir nos y a mí me inunda la tristeza.		f	RES LIQUIDAE COR.xlsx	tristeza	C13	
liq-tristeza-mx-0008	Res Liquidae	tristeza	MX	verbal-subject-transitive	inundar	Ahora, la tristeza, inundó a la mayoría de los presentes y no fue para menos		f	RES LIQUIDAE COR.xlsx	tristeza	C13	
liq-tristeza-mx-0009	Res Liquidae	tristeza	MX	verbal-subject-transitive	inundar	Conmoción, dolor y tristeza, inundan el Valle de el Guadalhorce		f	RES LIQUIDAE COR.xlsx	tristeza	C13	
liq-tristeza-mx-0010	Res Liquidae	tristeza	MX	verbal-subject-transitive	inundar	Aunque la música fue alegre, el ambiente de tristeza inundaba a los presente		f	RES LIQUIDAE COR.xlsx	tristeza	C13	
liq-tristeza-mx-0011	Res Liquidae	tristeza	MX	verbal-subject-intransitive	fluir	las posibilidades rítmicas de la obra, en la que de un momento a otro fluye la tristeza, la exaltación y la reflexión profunda		f	RES LIQUIDAE COR.xlsx	tristeza	D13	
liq-tristeza-mx-0012	Res Liquidae	tristeza	MX	verbal-subject-intransitive	brotar	le brota la tristeza de manera inmediata a el recordar la tarde de el 18 de enero		f	RES LIQUIDAE COR.xlsx	tristeza	D13	
liq-tristeza-mx-0013	Res Liquidae	tristeza	MX	verbal-subject-intransitive	brotar	el miedo es una tristeza inconstante que brota de la idea de una cosa futura o pretérit		f	RES LIQUIDAE COR.xlsx	tristeza	D13	
liq-tristeza-mx-0014	Res Liquidae	tristeza	MX	substantive	chorro de	me da un chorro de tristeza que esté pasando		f	RES LIQUIDAE COR.xlsx	tristeza	E13	
liq-tristeza-mx-0015	Res Liquidae	tristeza	MX	verbal-instrumental		los familiares de las víctimas siguen de pie, con la tristeza inundada en sus corazones, pero una decisión inalcanzable		f	RES LIQUIDAE COR.xlsx	tristeza	G13	
liq-tristeza-mx-0016	Res Liquidae	tristeza	MX	verbal-instrumental		Una noticia inunda de tristeza a el futbol británico,		f	RES LIQUIDAE COR.xlsx	tristeza	G13	
liq-tristeza-mx-0017	Res Liquidae	tristeza	MX	verbal-instrumental		El dolor que inunda de tristeza aquel recuerdo le comienza a brotar por los ojos.		f	RES LIQUIDAE COR.xlsx	tristeza	G13	
liq-tristeza-mx-0018	Res Liquidae	tristeza	MX	verbal-instrumental		nuestro hogar se inundó de tristeza en su partida;		f	RES LIQUIDAE COR.xlsx	tristeza	G13	
liq-tristeza-mx-0019	Res Liquidae	tristeza	MX	verbal-instrumental		una lamentable noticia inundó de tristeza el medio de el espectáculo, pues se dio a conocer la muerte		f	RES LIQUIDAE COR.xlsx	tristeza	G13	
liq-tristeza-mx-0020	Res Liquidae	tristeza	MX	verbal-instrumental		no queremos que el país simplemente se inunde de tristeza que se percibe en todo los sentidos,		f	RES LIQUIDAE COR.xlsx	tristeza	G13	
liq-tristeza-ni-0001	Res Liquidae	tristeza	NI	verbal-subject-intransitive	fluir	or lo que se debe dejar que la tristeza fluya sin que afecte a la persona la mayor parte de el tiempo		f	RES LIQUIDAE COR.xlsx	tristeza	D14	
liq-tristeza-pa-0001	Res Liquidae	tristeza	PA	verbal-subject-transitive	inundar	tre los colegas de diversos medios de comunicación hoy nos inunda la tristeza a el saber que has partido de el mundo terrena		f	RES LIQUIDAE COR.xlsx	tristeza	C15	
liq-tristeza-pe-0001	Res Liquidae	tristeza	PE	verbal-objective	diluir	diluyó la tristeza de la derrota peruana con buena sazón y un poquito de pisco		f	RES LIQUIDAE COR.xlsx	tristeza	B16	
liq-tristeza-pe-0002	Res Liquidae	tristeza	PE	verbal-subject-transitive	inundar	a tristeza inunda el rostro de Trunks que ahora no podrá regresa a su era PE		f	RES LIQUIDAE COR.xlsx	tristeza	C16	
liq-tristeza-pe-0003	Res Liquidae	tristeza	PE	verbal-subject-transitive	inundar	Mientras en Chile todo era felicidad, la tristeza y recriminación inundaba las almas de los colombianos		f	RES LIQUIDAE COR.xlsx	tristeza	C16	
liq-tristeza-pe-0004	Res Liquidae	tristeza	PE	verbal-subject-intransitive	fluir	Deja que la tristeza fluya, pero busca nuevas tradiciones que no asocies a esa persona. PE		f	RES LIQUIDAE COR.xlsx	tristeza	D16	
liq-tristeza-pe-0005	Res Liquidae	tristeza	PE	verbal-subject-intransitive	fluir	Pensaba o soñaba quién sabe qué cosas.  De todo su ser fluía una gran tristeza. Nunca he visto un hombre que pareciera más triste		f	RES LIQUIDAE COR.xlsx	tristeza	D16	
liq-tristeza-pe-0006	Res Liquidae	tristeza	PE	verbal-instrumental		anoche, el set de el programa se inundó de tristeza en el momento en que Reyna intentó inutilmente pronunciar unas palabras		f	RES LIQUIDAE COR.xlsx	tristeza	G16	
liq-tristeza-pr-0001	Res Liquidae	tristeza	PR	verbal-instrumental		el periodista deportivo Elliott Castro Tirado, inundó de tristeza a los medios y el deporte de su querido Puerto Rico		f	RES LIQUIDAE COR.xlsx	tristeza	G17	
liq-tristeza-py-0001	Res Liquidae	tristeza	PY	verbal-objective	derramar	cada compás derrama la tristeza de el que partió para siempre		f	RES LIQUIDAE COR.xlsx	tristeza	B18	
liq-tristeza-py-0002	Res Liquidae	tristeza	PY	verbal-subject-transitive	inundar	La preocupación crece y la sensación de tristeza inunda el hogar de los Morínigo		f	RES LIQUIDAE COR.xlsx	tristeza	C18	
liq-tristeza-py-0003	Res Liquidae	tristeza	PY	verbal-instrumental		están en la zona afectada por el agua, no se dejaron "" inundar "" de tristeza y se fueron en masa a		f	RES LIQUIDAE COR.xlsx	tristeza	G18	
liq-tristeza-sv-0001	Res Liquidae	tristeza	SV	verbal-objective		...San Juan, inmóvil, rebosa tristeza.		f	RES LIQUIDAE COR.xlsx	tristeza	B19	
liq-tristeza-sv-0002	Res Liquidae	tristeza	SV	verbal-objective		La figura de San Juan, inmóvil, rebosa tristeza.		f	RES LIQUIDAE COR.xlsx	tristeza	B19	
liq-tristeza-sv-0003	Res Liquidae	tristeza	SV	verbal-subject-transitive	inundar	ese a la tristeza que les inunda, están " fuertes " SV		f	RES LIQUIDAE COR.xlsx	tristeza	C19	
liq-tristeza-sv-0004	Res Liquidae	tristeza	SV	verbal-subject-transitive	inundar	Las imágenes de el desconsuelo de el arquero de Italia han inundado de tristeza a todos los fanáticos de la selección		f	RES LIQUIDAE COR.xlsx	tristeza	C19	
liq-tristeza-uy-0001	Res Liquidae	tristeza	UY	verbal-objective		La figura de San Juan, inmóvil, rebosa tristeza.		f	RES LIQUIDAE COR.xlsx	tristeza	B20	
liq-tristeza-uy-0002	Res Liquidae	tristeza	UY	verbal-objective		...San Juan, inmóvil, rebosa tristeza.		f	RES LIQUIDAE COR.xlsx	tristeza	B20	
liq-tristeza-uy-0003	Res Liquidae	tristeza	UY	verbal-subject-transitive	inundar	olvíamos a Florida, de regreso a nuestras vidas, y a el aterrizar me inundaba la tristeza UY		f	RES LIQUIDAE COR.xlsx	tristeza	C20	
liq-tristeza-uy-0004	Res Liquidae	tristeza	UY	verbal-subject-transitive	inundar	Los gritos, la frustración y la tristeza inundaron este sábado las calles de Gaza en el funeral de el fotoperiodistUY		f	RES LIQUIDAE COR.xlsx	tristeza	C20	
liq-tristeza-uy-0005	Res Liquidae	tristeza	UY	verbal-subject-transitive	inundar	Era difícil articular las palabras, nos inundaba la tristeza de su partida, el vacío de las emociones frente a el hecho		f	RES LIQUIDAE COR.xlsx	tristeza	C20	
liq-tristeza-ve-0001	Res Liquidae	tristeza	VE	verbal-objective	verter	esa alegría indispensable que diluye la tristeza que muy pronto convertiremos en un ingrato y aleccionador recuerd		f	RES LIQUIDAE COR.xlsx	tristeza	B21	
liq-tristeza-ve-0002	Res Liquidae	tristeza	VE	verbal-subject-transitive	inundar	por más golpeada que este nuestra moral en algunos días, por más tristeza que inunde nuestra alma, siempre toca levantar nos y seguir		f	RES LIQUIDAE COR.xlsx	tristeza	C21	
liq-tristeza-ve-0003	Res Liquidae	tristeza	VE	verbal-instrumental		hora inundados por la tristeza, vecinos, amigos y compañeros de trabajo se darán la tarea		f	RES LIQUIDAE COR.xlsx	tristeza	G21	
liq-tristeza-ve-0004	Res Liquidae	tristeza	VE	verbal-instrumental		presidenta de la institución, advirtió que la inseguridad inunda de tristeza a los valencianos VE		f	RES LIQUIDAE COR.xlsx	tristeza	G21	
liq-tristeza-ve-0005	Res Liquidae	tristeza	VE	verbal-instrumental		perdió el rumbo y nos inundó la tristeza		f	RES LIQUIDAE COR.xlsx	tristeza	G21	
liq-tristeza-us-0001	Res Liquidae	tristeza	US	verbal-objective		...los bares rebosarán alegría o tristeza...		f	RES LIQUIDAE COR.xlsx	tristeza	B22	
liq-tristeza-us-0002	Res Liquidae	tristeza	US	verbal-subject-transitive	inundar	la tristeza lo inunda a el hablar de la situación que Cruz Azulvive. US		f	RES LIQUIDAE COR.xlsx	tristeza	C22	
liq-tristeza-us-0003	Res Liquidae	tristeza	US	verbal-subject-transitive	inundar	Aunque la tristeza también los inunda por la falta de contacto con la pantalla chica, US		f	RES LIQUIDAE COR.xlsx	tristeza	C22	
liq-tristeza-us-0004	Res Liquidae	tristeza	US	verbal-subject-transitive	inundar	elección Mexicana Sub-21 para participar en Juegos Centroamericanos y de el Caribe, la tristeza inundó a el jugador.  US		f	RES LIQUIDAE COR.xlsx	tristeza	C22	
liq-tristeza-us-0005	Res Liquidae	tristeza	US	verbal-subject-transitive	inundar	Águilas habló en conferencia de prensa en el hotel y expresó la tristeza que inundó a el plantel pues Güemez se perderá la posibilidad de estar en torneo de Japón US		f	RES LIQUIDAE COR.xlsx	tristeza	C22	
liq-tristeza-us-0006	Res Liquidae	tristeza	US	verbal-subject-transitive	inundar	cayeron para nada bien en medio de la tristeza que inunda a el ámbito deportivo por el fatal accidente US		f	RES LIQUIDAE COR.xlsx	tristeza	C22	
liq-tristeza-us-0007	Res Liquidae	tristeza	US	verbal-subject-transitive	inundar	la tristeza le inunda el semblante		f	RES LIQUIDAE COR.xlsx	tristeza	C22	
liq-tristeza-us-0008	Res Liquidae	tristeza	US	verbal-instrumental		Ahora inundados por la tristeza, vecinos, amigos y compañeros de trabajo se darán la tarea		f	RES LIQUIDAE COR.xlsx	tristeza	G22	
liq-tristeza-us-0009	Res Liquidae	tristeza	US	verbal-instrumental		Una noticia inunda de tristeza a todos los fanáticos de "" El chavo de el 8		f	RES LIQUIDAE COR.xlsx	tristeza	G22	
liq-alegría-ar-0001	Res Liquidae	alegría	AR	verbal-objective	derramar	Lucrecia Chiama derrama alegría y saludos entre las filas de el rayo		f	RES LIQUIDAE COR.xlsx	alegría	B2	
liq-alegría-ar-0002	Res Liquidae	alegría	AR	verbal-objective	derramar	Una guitarra que derramaba amor y alegría entre las manos de el nieto		f	RES LIQUIDAE COR.xlsx	alegría	B2	
liq-alegría-ar-0003	Res Liquidae	alegría	AR	verbal-objective	derramar	En otras palabras, mi pito se pone contento y derrama alegría AR		f	RES LIQUIDAE COR.xlsx	alegría	B2	
liq-alegría-ar-0004	Res Liquidae	alegría	AR	verbal-objective	derramar	Derramando humor y alegría, a un chico hasta le dijo: " ¡Rezá a favor		f	RES LIQUIDAE COR.xlsx	alegría	B2	
liq-alegría-ar-0005	Res Liquidae	alegría	AR	verbal-objective	derramar	a través de sonoridades novedosas y puestas escénicas que derraman alegría y absurdo		f	RES LIQUIDAE COR.xlsx	alegría	B2	
liq-alegría-ar-0006	Res Liquidae	alegría	AR	verbal-objective		El capitán Blandi hizo fluir la alegría; la mujer dejó fluir su alegría		f	RES LIQUIDAE COR.xlsx	alegría	B2	
liq-alegría-ar-0007	Res Liquidae	alegría	AR	verbal-objective	salpicar	SALPICAR 1 Formar parte de esto, además de ser una alegría que ando salpicando por la vida como niña que va a hacer los mandados		f	RES LIQUIDAE COR.xlsx	alegría	B2	
liq-alegría-ar-0008	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	La alegría inunda las calles de Pamplona Fuente		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0009	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	no esconden la alegría que los inunda por el incipiente viaje que emprenderán a Ecuador		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0010	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	Si bien en el bunker de FORJA la alegría inundaba cada rincón de el gimnasio de el Club Sportivo		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0011	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	la alegría inundaba el Bosque.		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0012	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	e entrega a la fiesta y la alegría que inunda todos los rincones		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0013	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	Tras haber recibido la prótesis y la alegría inundándo le el rostro, Mau tomó su bicicleta y salió a pasear		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0014	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	" La emoción y la alegría me inundó. Pero también me sorprendí de la elección		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0015	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	la alegría inundaba los rostros de las dos alumnas		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0016	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	la alegría inundaba el alma de los fanáticos		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0017	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	el público se deja invadir por esa alegría que inunda el lugar		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0018	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	la alegría inundó a los afotunados		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0019	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	se desborda la alegría pascual que inunda los cincuenta días subsiguientes		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0020	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	una mezcla de tristeza y alegría que inundó a los policías		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0021	Res Liquidae	alegría	AR	verbal-subject-transitive	inundar	ontó a su público que espera un hijo, exteriorizando toda la alegría que la inunda en este momento tan especial de su vid		f	RES LIQUIDAE COR.xlsx	alegría	C2	
liq-alegría-ar-0022	Res Liquidae	alegría	AR	verbal-subject-intransitive		Todo su colorido y su ruidosa y rítmica alegría se derramaba aquella tarde de julio "		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0023	Res Liquidae	alegría	AR	verbal-subject-intransitive	fluir	la alegría musical que fluye casi mitológicamente por sus venas		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0024	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	Cuánta alegría ha brotado en el corazón de estas dos mujeres, la adúltera y la pecadora		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0025	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	la alegría le brota por los poros		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0026	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	en tu corazón brota la vida, brota la alegría, el consuelo, la luz		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0027	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	la sonrisa espontánea y la alegría que brota a el ver a el otro, aparecen desdibujadas		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0028	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	la esperanza que llevamos en el corazón y por la alegría que brota de ella		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0029	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	armar el árbol de Navidad y el pesebre. La alegría que brota de allí no es superficial o artificial, sino bien concreta		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0030	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	Presentan en la Cámara de Diputados el libro " Francisco, la alegría que brota de el pueblo		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0031	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	la alegría que brota de la memoria agradecida por cuanto el Señor hizo a través de nuestro santo fundador		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0032	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	a verdadera alegría brota de poner nuestra vida a el servicio de el otro		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0033	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	la energía de dar con el corazón, donde brota siempre la alegría de compartir con el que más lo necesita		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0034	Res Liquidae	alegría	AR	verbal-subject-intransitive	brotar	La alegría de el cristiano es, fundamentalmente, un alegría que brota de el misterio de la Pascua, renovada en cada Eucaristía		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0035	Res Liquidae	alegría	AR	verbal-subject-intransitive	diluirse	,Su alegría efímera se diluye dejando rastros		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0036	Res Liquidae	alegría	AR	verbal-subject-intransitive	rebosar	.en una embajada donde cada 14 de julio siempre rebosaba la alegría		f	RES LIQUIDAE COR.xlsx	alegría	D2	
liq-alegría-ar-0037	Res Liquidae	alegría	AR	verbal-instrumental		El corazón se inundo de alegría, la belleza de el amanecer era sencillamente alucinante		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0038	Res Liquidae	alegría	AR	verbal-instrumental		"Este reconocimiento de la Iglesia, a través del Papa Francisco, realmente nos inunda de alegría		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0039	Res Liquidae	alegría	AR	verbal-instrumental		estandartes, muñecos, papelitos y pancartas, inundarán de alegría cada lugar		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0040	Res Liquidae	alegría	AR	verbal-instrumental		el ejemplo que hoy nos inunda de alegría		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0041	Res Liquidae	alegría	AR	verbal-instrumental		lujosos trajes están a la orden para inundar de alegría las calles		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0042	Res Liquidae	alegría	AR	verbal-instrumental		festejar esta fecha lo inunda de alegría y felicidad		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0043	Res Liquidae	alegría	AR	verbal-instrumental		Dios-que-viene, para que Él inunde de alegría toda nuestra vida		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0044	Res Liquidae	alegría	AR	verbal-instrumental		otros con globos en sus vehículos, inundaron de alegría a la ciudad Chivilco		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0045	Res Liquidae	alegría	AR	verbal-instrumental		la sala se inundó de alegría con el primer llanto		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0046	Res Liquidae	alegría	AR	verbal-instrumental		bailes característicos de América inundaron de alegría a los presente		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0047	Res Liquidae	alegría	AR	verbal-instrumental		# La llegada de Dana inundó de alegría la guardia navideña de la Sala de Partos		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0048	Res Liquidae	alegría	AR	verbal-instrumental		s Franklin Rawson se dejó inundar por la alegría de sus visitantes de verano		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0049	Res Liquidae	alegría	AR	verbal-instrumental		os cristianos un movimiento de el Espíritu Santo. Sopla cuando quiere, sorprende, inunda de alegría y esperanza		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0050	Res Liquidae	alegría	AR	verbal-instrumental		Las jugadoras locales ganaron y rebosaron de alegría.		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0051	Res Liquidae	alegría	AR	verbal-instrumental		yo mismo he oído a los padres de nuestra patria reunidos, hablar y resolver rebosando de alegría...		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0052	Res Liquidae	alegría	AR	verbal-instrumental		Crecí en esta iglesia y en ella pasé todas las Navidades, el ambiente rebosaba de alegría...		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0053	Res Liquidae	alegría	AR	verbal-instrumental		se trata de unas efemérides en la que nuestros templos rebosan no solo de alegría, sino también de personas...		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0054	Res Liquidae	alegría	AR	verbal-instrumental		Es un orgullo haber ayudado a armar esta reunión que rebosa de alegría...		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0055	Res Liquidae	alegría	AR	verbal-instrumental		muestra que el animal también rebosa de alegría por haber vuelto con su familia...		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0056	Res Liquidae	alegría	AR	verbal-instrumental		Rebosaba de alegría de que yo pudiera ver el parecido de su padre в его лице...		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0057	Res Liquidae	alegría	AR	verbal-instrumental		Los flamantes papás de Rufina rebosan de alegría y la joven actriz celebró la primera semana...		f	RES LIQUIDAE COR.xlsx	alegría	E2	
liq-alegría-ar-0058	Res Liquidae	alegría	AR	substantive		justamente, como la primera murga " Aluvión de Alegría  AR		f	RES LIQUIDAE COR.xlsx	alegría	G2	
liq-alegría-ar-0059	Res Liquidae	alegría	AR	substantive		hace tres años había una agrupación que se llamaba Aluvión de Alegría		f	RES LIQUIDAE COR.xlsx	alegría	G2	
liq-alegría-ar-0060	Res Liquidae	alegría	AR	substantive	chorro de	TV Chorro de alegría AR		f	RES LIQUIDAE COR.xlsx	alegría	G2	
liq-alegría-ar-0061	Res Liquidae	alegría	AR	substantive		iertos chorros de alegría que me atravesaban en la adolescencia?		f	RES LIQUIDAE COR.xlsx	alegría	G2	
liq-alegría-bo-0001	Res Liquidae	alegría	BO	verbal-objective		los presentes dejaron fluir su alegría		f	RES LIQUIDAE COR.xlsx	alegría	B3	
liq-alegría-bo-0002	Res Liquidae	alegría	BO	verbal-instrumental		las actividades de el carnaval recuperan la identidad milenaria e inunda de alegría a los bolivianos		f	RES LIQUIDAE COR.xlsx	alegría	E3	
liq-alegría-bo-0003	Res Liquidae	alegría	BO	verbal-instrumental		su estreno en España, daba la vuelta a la manzana, lo que me inundó de alegría —sobre todo porque un amigo ya me había comprado la entrada		f	RES LIQUIDAE COR.xlsx	alegría	E3	
liq-alegría-bo-0004	Res Liquidae	alegría	BO	verbal-instrumental		Niños y adultos inundaron de alegría el coliseo, con bailes, juegos		f	RES LIQUIDAE COR.xlsx	alegría	E3	
liq-alegría-bo-0005	Res Liquidae	alegría	BO	verbal-instrumental		Los qataríes rebosan de alegría en las calles de Doha tras cantar victoria		f	RES LIQUIDAE COR.xlsx	alegría	E3	
liq-alegría-bo-0006	Res Liquidae	alegría	BO	verbal-instrumental		los residentes de Uruguay que rebosaban de alegría en la celebración		f	RES LIQUIDAE COR.xlsx	alegría	E3	
liq-alegría-bo-0007	Res Liquidae	alegría	BO	verbal-instrumental		a mujer linda debe estar con los ojos brillando, rebosando de alegría		f	RES LIQUIDAE COR.xlsx	alegría	E3	
liq-alegría-bo-0008	Res Liquidae	alegría	BO	substantive		brote de		f	RES LIQUIDAE COR.xlsx	alegría	G3	
liq-alegría-bo-0009	Res Liquidae	alegría	BO	substantive		se han registrado aislados brotes de alegría en la ultramarina Hawá		f	RES LIQUIDAE COR.xlsx	alegría	G3	
liq-alegría-cl-0001	Res Liquidae	alegría	CL	verbal-objective	derramar	una comparsa con marionetas gigantes derramará alegría		f	RES LIQUIDAE COR.xlsx	alegría	B4	
liq-alegría-cl-0002	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	Desde el primer día su alegría inundó mi corazón y se volvió el mejor partne		f	RES LIQUIDAE COR.xlsx	alegría	C4	
liq-alegría-cl-0003	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	La alegría azul inunda Plaza Italia Los hinchas de la U. de Chile		f	RES LIQUIDAE COR.xlsx	alegría	C4	
liq-alegría-cl-0004	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	la alegría inundará tu relación de pareja		f	RES LIQUIDAE COR.xlsx	alegría	C4	
liq-alegría-cl-0005	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	La alegría navideña inunda a muchos, en particular las líneas aéreas		f	RES LIQUIDAE COR.xlsx	alegría	C4	
liq-alegría-cl-0006	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	# La alegría sigue inundando el camarín de " La Roja		f	RES LIQUIDAE COR.xlsx	alegría	C4	
liq-alegría-cl-0007	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	cuantas alegrías inundan y eclipsan cualquier cansancio		f	RES LIQUIDAE COR.xlsx	alegría	C4	
liq-alegría-cl-0008	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	tristeza y a el mismo tiempo la alegría inundaron a Kit Harington cuando grabó su última escena de' Game of Thrones		f	RES LIQUIDAE COR.xlsx	alegría	C4	
liq-alegría-cl-0009	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	Cierto es que la alegría inunda a el equipo chileno de Copa Davis		f	RES LIQUIDAE COR.xlsx	alegría	C4	
liq-alegría-cl-0010	Res Liquidae	alegría	CL	verbal-subject-transitive	inundar	Gritos de celebración y alegría inundaron la simbólica Plaza de Bolívar en Bogotá el sábado por la noch		f	RES LIQUIDAE COR.xlsx	alegría	C4	
